pattern1
occurrence1
0.0000000000, 79.0000000000
0.5000000000, 72.0000000000
1.0000000000, 77.0000000000
1.5000000000, 65.0000000000
2.0000000000, 69.0000000000
2.5000000000, 65.0000000000
3.0000000000, 69.0000000000
3.5000000000, 72.0000000000
4.0000000000, 77.0000000000
4.2500000000, 82.0000000000
4.5000000000, 81.0000000000
4.7500000000, 79.0000000000
5.0000000000, 77.0000000000
5.5000000000, 79.0000000000
6.0000000000, 81.0000000000
7.0000000000, 81.0000000000
pattern2
occurrence1
24.0000000000, 79.0000000000
24.5000000000, 72.0000000000
25.0000000000, 77.0000000000
25.5000000000, 65.0000000000
26.0000000000, 69.0000000000
26.5000000000, 65.0000000000
27.0000000000, 69.0000000000
27.5000000000, 72.0000000000
28.0000000000, 77.0000000000
28.2500000000, 82.0000000000
28.5000000000, 81.0000000000
28.7500000000, 79.0000000000
29.0000000000, 77.0000000000
29.5000000000, 79.0000000000
30.0000000000, 81.0000000000
31.0000000000, 81.0000000000
