pattern1
occurrence1
77.0000000000, 95.0000000000
78.0000000000, 92.0000000000
78.0000000000, 88.0000000000
78.0000000000, 95.0000000000
79.0000000000, 92.0000000000
79.0000000000, 88.0000000000
79.0000000000, 93.0000000000
80.0000000000, 97.0000000000
80.0000000000, 88.0000000000
82.0000000000, 86.0000000000
83.0000000000, 85.0000000000
83.0000000000, 86.0000000000
83.0000000000, 85.0000000000
pattern2
occurrence1
13.0000000000, 86.0000000000
14.0000000000, 90.0000000000
14.0000000000, 93.0000000000
15.0000000000, 98.0000000000
15.0000000000, 98.0000000000
16.0000000000, 97.0000000000
16.0000000000, 95.0000000000
17.0000000000, 93.0000000000
17.0000000000, 93.0000000000
18.0000000000, 91.0000000000
18.0000000000, 90.0000000000
19.0000000000, 88.0000000000
19.0000000000, 90.0000000000
20.0000000000, 93.0000000000
20.0000000000, 91.0000000000
20.0000000000, 95.0000000000
20.0000000000, 93.0000000000
pattern3
occurrence1
0.0000000000, 81.0000000000
1.0000000000, 81.0000000000
2.0000000000, -1.0000000000
2.0000000000, 81.0000000000
3.0000000000, 81.0000000000
3.0000000000, 81.0000000000
4.0000000000, 83.0000000000
4.0000000000, 81.0000000000
4.0000000000, 83.0000000000
5.0000000000, 81.0000000000
