0.0000000000, 62.0000000000, 61.0000000000, 3.9979167000, 1.0000000000, 88.0000000000
0.0000000000, 71.0000000000, 66.0000000000, 3.9979167000, 1.0000000000, 88.0000000000
4.0000000000, 64.0000000000, 62.0000000000, 0.9979166400, 1.0000000000, 88.0000000000
4.0000000000, 72.0000000000, 67.0000000000, 0.9979166400, 1.0000000000, 88.0000000000
4.0000000000, 55.0000000000, 57.0000000000, 0.9979166400, 1.0000000000, 88.0000000000
8.0000000000, 72.0000000000, 67.0000000000, 1.9979167000, 1.0000000000, 49.0000000000
10.0000000000, 74.0000000000, 68.0000000000, 1.9979167000, 1.0000000000, 49.0000000000
12.0000000000, 71.0000000000, 66.0000000000, 1.9979167000, 1.0000000000, 49.0000000000
14.0000000000, 72.0000000000, 67.0000000000, 0.9979166400, 1.0000000000, 49.0000000000
15.0000000000, 73.0000000000, 67.0000000000, 0.9979166400, 1.0000000000, 49.0000000000
16.0000000000, 74.0000000000, 68.0000000000, 1.9979167000, 1.0000000000, 49.0000000000
18.0000000000, 75.0000000000, 68.0000000000, 0.9979166400, 1.0000000000, 49.0000000000
19.0000000000, 76.0000000000, 69.0000000000, 0.9979166400, 1.0000000000, 49.0000000000
20.0000000000, 79.0000000000, 71.0000000000, 0.9979166400, 1.0000000000, 49.0000000000
21.0000000000, 77.0000000000, 70.0000000000, 0.1229166700, 1.0000000000, 49.0000000000
21.1250000000, 79.0000000000, 71.0000000000, 0.1229166700, 1.0000000000, 49.0000000000
21.2500000000, 77.0000000000, 70.0000000000, 0.1229166700, 1.0000000000, 49.0000000000
21.3750000000, 79.0000000000, 71.0000000000, 0.1229166700, 1.0000000000, 49.0000000000
21.5000000000, 77.0000000000, 70.0000000000, 0.1229166700, 1.0000000000, 49.0000000000
21.6250000000, 79.0000000000, 71.0000000000, 0.1229166700, 1.0000000000, 49.0000000000
21.7500000000, 77.0000000000, 70.0000000000, 0.1229166700, 1.0000000000, 49.0000000000
21.8750000000, 79.0000000000, 71.0000000000, 0.1229166700, 1.0000000000, 49.0000000000
22.0000000000, 76.0000000000, 69.0000000000, 0.2479166700, 1.0000000000, 49.0000000000
22.2500000000, 77.0000000000, 70.0000000000, 0.2479166700, 1.0000000000, 49.0000000000
22.5000000000, 76.0000000000, 69.0000000000, 0.2479166700, 1.0000000000, 49.0000000000
23.5000000000, 79.0000000000, 71.0000000000, 0.4979166700, 1.0000000000, 88.0000000000
24.0000000000, 84.0000000000, 74.0000000000, 0.4979166700, 1.0000000000, 88.0000000000
24.5000000000, 88.0000000000, 76.0000000000, 0.2479166700, 1.0000000000, 88.0000000000
24.7500000000, 86.0000000000, 75.0000000000, 0.2479166700, 1.0000000000, 88.0000000000
25.0000000000, 84.0000000000, 74.0000000000, 0.1229166700, 1.0000000000, 88.0000000000
25.2500000000, 83.0000000000, 73.0000000000, 0.1229166700, 1.0000000000, 88.0000000000
25.5000000000, 81.0000000000, 72.0000000000, 0.1229166700, 1.0000000000, 88.0000000000
25.7500000000, 79.0000000000, 71.0000000000, 0.1229166700, 1.0000000000, 88.0000000000
26.0000000000, 77.0000000000, 70.0000000000, 0.1229166700, 1.0000000000, 88.0000000000
26.2500000000, 76.0000000000, 69.0000000000, 0.1229166700, 1.0000000000, 88.0000000000
26.5000000000, 74.0000000000, 68.0000000000, 0.1229166700, 1.0000000000, 88.0000000000
26.7500000000, 72.0000000000, 67.0000000000, 0.1229166700, 1.0000000000, 88.0000000000
27.0000000000, 71.0000000000, 66.0000000000, 0.1229166700, 1.0000000000, 88.0000000000
27.2500000000, 69.0000000000, 65.0000000000, 0.1229166700, 1.0000000000, 88.0000000000
27.5000000000, 67.0000000000, 64.0000000000, 0.1229166700, 1.0000000000, 88.0000000000
27.7500000000, 65.0000000000, 63.0000000000, 0.1229166700, 1.0000000000, 88.0000000000
28.0000000000, 64.0000000000, 62.0000000000, 1.9979167000, 1.0000000000, 88.0000000000
30.0000000000, 62.0000000000, 61.0000000000, 0.9979166400, 1.0000000000, 88.0000000000
31.0000000000, 69.0000000000, 65.0000000000, 0.9979166400, 1.0000000000, 88.0000000000
32.0000000000, 60.0000000000, 60.0000000000, 1.9979167000, 1.0000000000, 88.0000000000
34.0000000000, 59.0000000000, 59.0000000000, 0.4979166700, 1.0000000000, 88.0000000000
34.5000000000, 60.0000000000, 60.0000000000, 0.2479166700, 1.0000000000, 88.0000000000
35.0000000000, 62.0000000000, 61.0000000000, 0.2479166700, 1.0000000000, 88.0000000000
35.5000000000, 64.0000000000, 62.0000000000, 0.2479166700, 1.0000000000, 88.0000000000
36.0000000000, 67.0000000000, 64.0000000000, 0.9979166400, 1.0000000000, 88.0000000000
37.0000000000, 65.0000000000, 63.0000000000, 0.1229166700, 1.0000000000, 88.0000000000
37.1250000000, 67.0000000000, 64.0000000000, 0.1229166700, 1.0000000000, 88.0000000000
37.2500000000, 65.0000000000, 63.0000000000, 0.1229166700, 1.0000000000, 88.0000000000
