pattern1
occurrence1
0.0000000000, 77.0000000000
1.0000000000, 77.0000000000
1.5000000000, 79.0000000000
1.7500000000, 77.0000000000
2.0000000000, 76.0000000000
2.5000000000, 77.0000000000
3.0000000000, 72.0000000000
4.0000000000, -1.0000000000
5.0000000000, -1.0000000000
6.0000000000, 77.0000000000
7.5000000000, 79.0000000000
7.7500000000, 77.0000000000
8.0000000000, 76.0000000000
8.5000000000, 77.0000000000
9.0000000000, 74.0000000000
10.0000000000, -1.0000000000
11.0000000000, -1.0000000000
12.0000000000, 89.0000000000
13.5000000000, 91.0000000000
13.7500000000, 89.0000000000
14.0000000000, 88.0000000000
14.5000000000, 89.0000000000
15.0000000000, 91.0000000000
17.0000000000, 82.0000000000
18.0000000000, 81.0000000000
20.0000000000, 86.0000000000
20.7500000000, 82.0000000000
21.0000000000, 81.0000000000
23.0000000000, 79.0000000000
pattern2
occurrence1
42.0000000000, 91.0000000000
43.5000000000, 93.0000000000
43.7500000000, 91.0000000000
44.0000000000, 90.0000000000
44.5000000000, 91.0000000000
45.0000000000, 94.0000000000
47.0000000000, 93.0000000000
48.0000000000, 93.0000000000
49.5000000000, 94.0000000000
49.7500000000, 93.0000000000
50.0000000000, 91.0000000000
50.5000000000, 93.0000000000
51.0000000000, 96.0000000000
52.5000000000, 94.0000000000
53.0000000000, 93.0000000000
53.5000000000, 91.0000000000
54.0000000000, 89.0000000000
56.0000000000, 93.0000000000
56.5000000000, 91.0000000000
57.0000000000, 89.0000000000
58.0000000000, -1.0000000000
59.0000000000, -1.0000000000
60.0000000000, -1.0000000000
64.0000000000, 89.0000000000
65.5000000000, 91.0000000000
65.7500000000, 89.0000000000
66.0000000000, 88.0000000000
66.5000000000, 89.0000000000
67.0000000000, -1.0000000000
71.0000000000, 91.0000000000
72.5000000000, 93.0000000000
72.7500000000, 91.0000000000
73.0000000000, 90.0000000000
73.5000000000, 91.0000000000
74.0000000000, -1.0000000000
78.0000000000, 96.0000000000
79.5000000000, 98.0000000000
79.7500000000, 96.0000000000
80.0000000000, 95.0000000000
80.5000000000, 96.0000000000
81.0000000000, 98.0000000000
82.5000000000, 99.0000000000
82.7500000000, 98.0000000000
83.0000000000, 97.0000000000
83.5000000000, 98.0000000000
84.0000000000, 100.0000000000
85.0000000000, 100.0000000000
86.0000000000, 100.0000000000
87.0000000000, 101.0000000000
pattern3
occurrence1
108.0000000000, 81.0000000000
111.0000000000, 81.0000000000
111.5000000000, 83.0000000000
111.7500000000, 85.0000000000
112.0000000000, 86.0000000000
112.2500000000, 88.0000000000
112.5000000000, 89.0000000000
112.7500000000, 88.0000000000
113.0000000000, 86.0000000000
113.2500000000, 84.0000000000
113.5000000000, 83.0000000000
113.7500000000, 81.0000000000
114.0000000000, 79.0000000000
117.0000000000, 79.0000000000
117.5000000000, 81.0000000000
117.7500000000, 83.0000000000
118.0000000000, 84.0000000000
118.2500000000, 83.0000000000
118.5000000000, 84.0000000000
118.7500000000, 83.0000000000
119.0000000000, 84.0000000000
119.2500000000, 83.0000000000
119.5000000000, 84.0000000000
119.7500000000, 83.0000000000
120.0000000000, 84.0000000000
123.0000000000, 84.0000000000
124.5000000000, 85.0000000000
124.7500000000, 84.0000000000
125.0000000000, 82.0000000000
125.5000000000, 84.0000000000
126.0000000000, 87.0000000000
127.5000000000, 85.0000000000
128.0000000000, 82.0000000000
128.5000000000, 80.0000000000
129.0000000000, 79.0000000000
130.0000000000, -1.0000000000
130.5000000000, 87.0000000000
130.7500000000, 85.0000000000
131.0000000000, 84.0000000000
131.5000000000, 85.0000000000
132.0000000000, 89.0000000000
133.5000000000, 87.0000000000
134.0000000000, 84.0000000000
134.5000000000, 82.0000000000
135.0000000000, 81.0000000000
136.0000000000, -1.0000000000
136.5000000000, 89.0000000000
136.7500000000, 87.0000000000
137.0000000000, 86.0000000000
137.5000000000, 87.0000000000
138.0000000000, 89.0000000000
